appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
981900,Kings' Cross,2018-11-27,1,Azorian;kron0s_alexey;Pavel_Balakin,Elina Faritovna Balakina,windows,0,Single-player,Casual;Indie;Strategy,Indie;Casual;Strategy,0,2,1,0,0,0-20000,2.09
354160,WRC 5 FIA World Rally Championship,2015-10-08,1,KT Racing,Bigben Interactive;Plug In Digital,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing,Racing;Simulation;Multiplayer,37,239,215,0,0,20000-50000,29.99
537450,ReCore: Definitive Edition,2018-09-14,1,Armature Studio;Comcept,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure,Adventure;Action;Female Protagonist,73,200,111,0,0,0-20000,14.99
511700,Ship It,2016-10-14,1,Think On Labs,Think On Labs,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Action;Indie,34,11,1,0,0,0-20000,6.99
821520,Trivia Vault: Boxing Trivia,2018-03-24,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual,5000,17,6,0,0,0-20000,9.99
821410,Yafti,2018-04-12,1,Russpuppy,Russpuppy,windows,0,Single-player;Partial Controller Support;Includes level editor,Action;Casual;Indie,Indie;Action;Casual,0,3,1,0,0,0-20000,2.09
569270,Sable Maze: Sullivan River Collector's Edition,2017-01-20,1,Daily Magic Productions,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
807860,Mafia Gambling,2018-03-11,1,Gamenesis,Gamenesis,windows;mac,12,Single-player;Steam Achievements,Casual;Simulation,Casual;Indie;Card Game,13,5,3,0,0,0-20000,2.89
833700,City Bus Simulator 2018,2018-04-18,1,Özgün Bursalıoğlu,Özgün Bursalıoğlu,windows,0,Single-player,Indie;Simulation,Simulation;Indie,0,1,24,0,0,0-20000,2.89
9940,Blade Kitten,2014-05-22,1,Krome Studios,Krome Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Anime;Platformer;Female Protagonist,20,746,149,222,360,50000-100000,1.99
443890,BUCK: Saturday Morning Cartoon Apocalypse,2017-03-17,1,Wave Interactive,Wave Interactive,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;RPG;Early Access,Early Access;Adventure;Indie,0,46,7,0,0,0-20000,6.99
667930,StickDodgeVR,2017-08-02,1,Brian Underwood;Ben Makarechian,The StickDodgeVR Team,windows,0,Single-player,Action;Adventure;Indie;Sports,Action;Adventure;Indie,0,2,3,0,0,0-20000,1.69
758500,Loot Box Quest,2017-12-13,1,Going Loud Studios,Going Loud Studios,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Clicker;Satire,15,218,10,315,315,0-20000,0.79
405310,LEGO® MARVEL's Avengers,2016-01-26,1,Traveller's Tales;TT Games;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure,LEGO;Open World;Superhero,70,1898,384,59,59,200000-500000,24.99
454480,Break Through: Artificial Maze,2016-07-12,1,SUN MONKEY Games,SUN MONKEY Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,12,8,2,0,0,0-20000,0.79
653770,The First Time I Died,2017-07-05,1,Ryan Stephen,Ryan Stephen,windows,0,Single-player,Adventure;Indie;RPG,Adventure;Indie;RPG,0,2,0,0,0,0-20000,1.59
544550,Stationeers,2017-12-12,1,RocketWerkz,RocketWerkz,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Simulation;Early Access,Early Access;Space;Simulation,4,1372,287,3233,4876,50000-100000,18.99
831260,KeyBoard Guitar Master,2018-04-11,1,Headbang Studio,Headbang Studio,windows,0,Single-player,Casual;Indie,Indie;Casual;Music,0,5,1,0,0,0-20000,1.69
366760,Adorables,2016-03-30,1,White Rabbit Games,White Rabbit Games,windows;linux,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Sports;Strategy,Casual;Sports;Indie,46,518,186,377,419,100000-200000,1.99
337680,Star Hammer: The Vanguard Prophecy,2015-06-04,1,Black Lab Games,Slitherine Ltd.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Simulation;Strategy,Strategy;Adventure;Space,24,90,28,0,0,0-20000,14.99
673220,Joumee The Hedgehog,2017-11-23,1,Aghayeva and Ko s.r.o.,Aghayeva and Ko s.r.o.,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Adventure;Casual;Indie;Early Access,Early Access;Adventure;Indie,45,29,22,0,0,0-20000,1.59
586390,Missile Cards,2017-04-07,1,Nathan Meunier,Nathan Meunier,windows,0,Single-player;Steam Achievements,Indie;Strategy,Strategy;Indie;Card Game,16,49,4,0,0,0-20000,3.99
534190,Blink the Bulb,2017-01-02,1,White Sparkle Games,White Sparkle Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Free to Play;Indie,Adventure;Free to Play;Action,14,44,9,0,0,0-20000,0.0
361630,404Sight,2015-04-16,1,Retro Yeti Games,Retro Yeti Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Parkour;Action;Indie,19,1181,229,22,41,200000-500000,0.0
355230,Faceted Flight,2016-10-05,1,The Department of Silly Stuff,The Department of Silly Stuff,windows,0,Single-player;Full controller support;VR Support;Steam Leaderboards,Action;Adventure;Casual;Indie;Racing;Simulation;Early Access,Early Access;Simulation;Action,0,15,3,0,0,0-20000,4.99
427570,Dawn of Andromeda,2017-05-04,1,Grey Wolf Entertainment,Iceberg Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;4X;Space,34,89,79,1500,1500,0-20000,22.99
1041390,Legend of Cina,2019-03-29,1,Yunkai,Yunkai,windows,0,Single-player,Casual;Indie;RPG;Strategy,Casual;Indie;RPG,0,1,0,0,0,0-20000,1.69
279440,Joe Dever's Lone Wolf HD Remastered,2014-11-27,1,Forge Reply srl,505 Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,79,392,131,0,0,50000-100000,10.99
514720,Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition,2016-12-02,1,ERS Game Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,1,0,0,0-20000,6.99
807950,Piano Cat,2018-03-16,1,Music Breath,Music Breath,windows;mac,0,Single-player,Adventure;Indie,Indie;Adventure;Platformer,9,1,3,0,0,0-20000,2.89
877260,Retro Snake,2018-06-20,1,Flying potato bread;Wixl,Garage Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,30,13,9,0,0,0-20000,1.69
679720,Mad Farm VR,2018-03-09,1,Happy Bat,Happy Bat,windows,0,Single-player,Gore;Action;Casual;Indie,Action;Indie;Casual,2,2,1,0,0,0-20000,3.99
703730,Sorcery Jokers All Ages Version,2018-01-12,1,3rdEye,MangaGamer,windows,0,Single-player;Steam Cloud,Violent;Gore;Adventure,Adventure;Visual Novel;Violent,0,25,4,0,0,0-20000,30.99
688650,You Doesn't Exist,2017-09-26,1,Yo252yo,Yo252yo,windows;linux,0,Single-player,Free to Play;RPG,Free to Play;RPG;Psychedelic,0,31,23,0,0,0-20000,0.0
588890,Heroes of Arca,2017-02-16,1,IMPIRESOFT,IMPIRESOFT,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,Strategy;RPG;Indie,20,40,18,0,0,0-20000,0.0
344900,Undeadz!,2015-09-25,1,Miguel Lleras,Miguel Lleras,windows,0,Single-player,Action;Indie,Indie;Action;Zombies,0,29,41,0,0,0-20000,0.79
985260,The Morrigan,2019-03-29,1,The Pixel Mine Ltd,The Pixel Mine Ltd,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Adventure;Indie,1,24,0,0,0,0-20000,14.99
330570,Noct,2015-10-21,1,C3SK,Devolver Digital,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Partial Controller Support,Action;Indie;Early Access,Early Access;Indie;Action,0,317,208,0,0,50000-100000,6.99
353090,Chicken Invaders 5,2015-03-13,1,InterAction studios,InterAction studios,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Casual;Indie,15,435,16,0,0,20000-50000,3.99
566780,Beats Fever,2017-01-09,1,Arrowiz,Arrowiz,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual;Indie;Sports,VR;Indie;Rhythm,43,42,12,0,0,0-20000,11.39
432270,No Seat?,2016-12-19,1,khos85,khos85,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Partial Controller Support;Includes level editor,Indie;Simulation;Sports,Indie;Simulation;Sports,4,1,4,0,0,0-20000,1.99
1041400,Fight Angel/格斗天使,2019-04-15,1,Red Fox Studio,Red Fox Studio,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Early Access,Early Access;Nudity;Action,8,56,3,0,0,0-20000,15.49
956240,Simson Tuningwerkstatt 3D,2018-12-03,0,Silvio Mölter;Marcel Mölter,Thinking-Twins GbR,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Simulation,Simulation,14,2,0,0,0,0-20000,24.99
347660,Caromble!,2015-08-27,1,Crimson Owl Studios,Crimson Owl Studios,windows,0,Single-player;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,0,37,5,0,0,0-20000,9.99
730840,Burger Shop,2017-12-01,1,GoBit Games,GoBit Games,windows;mac,0,Single-player;Steam Cloud,Action;Casual;Simulation,Action;Casual;Simulation,0,22,1,0,0,0-20000,5.19
861180,Fading Visage,2018-05-29,1,Joystick Knights,Joystick Knights,windows;mac,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Survival,12,3,21,0,0,0-20000,3.99
475150,Titan Quest Anniversary Edition,2016-08-31,1,Iron Lore Entertainment;THQ Nordic,THQ Nordic,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;RPG,RPG;Hack and Slash;Action RPG,88,10566,1025,739,562,2000000-5000000,17.99
403640,Dishonored 2,2016-11-11,1,Arkane Studios,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Stealth;Action;First-Person,50,21022,5059,1117,1107,1000000-2000000,29.99
432540,Devil Sealing Stone,2016-04-11,1,WJLEGAME,WJLEGAME,windows;mac,0,Single-player;Partial Controller Support,Action;Adventure;Indie;RPG,Action;Adventure;Indie,0,3,4,0,0,0-20000,5.59
448250,NUKED KNIGHT,2016-10-19,1,Nuked Games,Siberian Digital,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Stats;Commentary available,Action;Adventure;Casual;Indie,Indie;Action;Casual,8,133,62,232,241,100000-200000,3.19
415740,OmniBus,2016-05-26,1,"Buddy Cops, LLC",Devolver Digital,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie;Racing;Simulation,Indie;Racing;Action,37,195,48,0,0,20000-50000,6.99
234080,Castlevania: Lords of Shadow – Ultimate Edition,2013-08-27,1,MercurySteam - Climax Studios,Konami Digital Entertainment,windows,16,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Action;Adventure;Hack and Slash,47,3827,953,706,908,200000-500000,19.99
440740,Tap Tap Legions - Epic battles within 5 seconds!,2016-02-08,1,YFC games,YFC games,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Free to Play;Indie;Strategy,Free to Play;Action;Strategy,23,169,141,1,1,100000-200000,0.0
514170,18 Wheels of Steel: Convoy,2016-09-02,1,SCS Software,Valusoft;Play Hard Games,windows,0,Single-player,Simulation,Simulation,0,24,9,0,0,0-20000,6.99
546180,Starry Nights : Helix,2016-11-23,1,"CFK Co., Ltd.","CFK Co., Ltd.",windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Indie;Action;Casual,12,11,8,0,0,0-20000,2.79
685130,Radar Defense,2017-12-28,1,Adage Games,Adage Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Indie;Strategy,Strategy;Indie,120,6,1,0,0,0-20000,3.99
613410,Delphinia Chronicle,2017-06-15,1,"Digital Cookie Co., Ltd.","Digital Cookie Co., Ltd.",windows,0,Single-player;Online Co-op;Partial Controller Support;Steam Cloud,Action;Adventure;RPG,Action;Adventure;RPG,0,5,11,0,0,0-20000,3.99
657500,Hold the Line: The American Revolution,2017-08-18,1,HexWar Games,HexWar Games,windows;mac,0,Single-player,Strategy,Strategy,0,2,4,0,0,0-20000,10.99
551690,Counter Fight,2016-11-14,1,"Tricol Co., Ltd.","Tricol Co., Ltd.",windows,0,Single-player,Action;Casual;Indie;Simulation,Simulation;Casual;Action,0,106,19,0,0,0-20000,5.59
451640,C14 Dating,2016-04-22,1,Winter Wolves,Winter Wolves,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Adventure,35,32,5,0,0,0-20000,14.99
1008290,Lucky Of Love,2019-01-23,1,Tintin Game,Tintin Game,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Nudity;Sexual Content;Casual,30,32,25,0,0,0-20000,0.79
251830,Stick it to The Man!,2013-12-13,1,Zoink Games,Ripstone,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,16,546,27,0,0,20000-50000,5.99
761280,White Pearl,2017-12-23,1,Harry Gill,Harry Gill,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Free to Play;Indie;RPG,Free to Play;Indie;Adventure,20,38,12,0,0,20000-50000,0.0
391040,F1 2016,2016-08-18,1,Codemasters;Feral Interactive (Mac),Codemasters;Feral Interactive (Mac),windows;mac,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Sports,49,3237,612,1397,1777,200000-500000,39.99
1026390,Magic Heart,2019-03-31,1,Red Cattus,Red Cattus,windows,0,Single-player;Steam Achievements,Casual;Indie,Nudity;Sexual Content;Indie,7,3,2,0,0,0-20000,1.69
802810,KNACK!,2018-02-27,1,Ardi Studio,Ardi Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Casual;Indie;Simulation,Action;Adventure;Indie,150,10,3,0,0,0-20000,0.79
622310,Amigo VR,2017-04-13,1,Amigo VR Studio,Amigo VR Studio,windows,0,Online Multi-Player,Casual;Free to Play;Massively Multiplayer;Simulation;Strategy,Strategy;Free to Play;Massively Multiplayer,0,16,17,0,0,0-20000,0.0
37010,Ninja Blade,2009-11-19,1,FromSoftware,ND Games;bitComposer Games,windows,0,Single-player,Action,Action;Hack and Slash;Ninja,0,128,72,0,0,20000-50000,6.99
338050,Anoxemia,2015-01-16,1,BSK Games,BSK Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Adventure;Casual;Indie,Indie;Adventure;Casual,23,242,128,274,285,100000-200000,2.79
530930,Soulblight,2018-03-15,1,My Next Games,Movie Games S.A.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Indie;RPG;Action,40,41,25,0,0,0-20000,10.99
298610,Ylands,2017-12-06,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Partial Controller Support;Includes level editor,Adventure;Casual;Early Access,Early Access;Survival;Multiplayer,0,1900,847,457,457,100000-200000,13.0
860260,Strike Force Remastered,2018-11-20,1,West Forest Games,West Forest Games,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;FPS,10,0,3,0,0,0-20000,3.99
767680,Domino Effect,2018-02-13,1,GoshFather,GoshFather,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,1,0,0,0,0-20000,1.69
791430,THE ARCHER: Dead Hunt,2018-02-06,1,evlavv_studio,evlavv_studio,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,Strategy;Adventure;Action,0,6,6,0,0,0-20000,0.79
509170,VRNinja,2016-09-14,1,OutOfBounds Software Solutions Inc,OutOfBounds Software Solutions Inc,windows,0,Single-player;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Simulation,Casual;Action;Indie,11,7,8,0,0,0-20000,6.99
589270,xoEl Empire,2017-06-05,1,Greyman Studios,Greyman Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie,Adventure;Indie;Casual,35,11,1,0,0,0-20000,4.79
27000,The Path,2009-03-18,1,Tale of Tales,Tale of Tales,windows;mac,0,Single-player;Steam Trading Cards,Adventure;Indie,Walking Simulator;Indie;Horror,0,502,177,49,64,100000-200000,6.99
569800,LEAVES - The Journey,2017-03-07,1,ZAR 21,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,16,79,25,0,0,20000-50000,5.59
790300,Puzzle for Kids,2018-02-06,1,Boogygames Studios,Boogygames Studios ,windows,0,Single-player,Adventure;Casual;Indie;Simulation;Strategy,Indie;Adventure;Casual,0,3,4,0,0,0-20000,1.69
701810,Epic Dumpster Bear: Dumpster Fire Redux,2018-04-03,1,Log Games Ltd,Log Games Ltd,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie,24,17,0,0,0,0-20000,3.99
929670,Orion Sandbox Enhanced,2018-09-21,1,y8.com,y8.com,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG,Action;Adventure;Indie,11,29,5,0,0,0-20000,1.69
708160,Yokai Mask,2018-09-20,0,CATE,CATE,windows,0,Single-player;Partial Controller Support,Adventure;Indie,Adventure;Indie;RPGMaker,0,10,1,0,0,0-20000,1.69
444000,Super Night Riders,2016-02-22,1,neko.works,neko.works,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie;Racing;Simulation;Sports,Racing;Sports;Indie,20,106,18,0,0,0-20000,6.39
596910,Life of a Wizard,2017-03-17,1,Hosted Games,Hosted Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,15,39,3,0,0,0-20000,2.89
726570,Heavy Destinies,2017-11-01,1,MarksApp,MarksApp,windows,0,Single-player;Partial Controller Support,Violent;Gore;Action;Adventure;Indie;RPG,Action;Gore;Adventure,0,10,8,0,0,0-20000,1.69
816760,Stickman: Fidget Spinner Rush,2018-04-06,1,JFL Games,JFL Games,windows,0,Single-player;Shared/Split Screen,Action;Casual;Indie,Action;Indie;Casual,0,21,2,0,0,0-20000,1.01
671940,The Brave Mouse,2017-08-02,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;Simulation,Casual;Adventure;Indie,7,25,54,0,0,0-20000,2.89
315550,Taxi,2014-08-22,1,Excalibur,Excalibur Publishing,windows,0,Single-player,Indie;Simulation,Simulation;Driving;Indie,0,148,148,0,0,20000-50000,3.99
383100,Fragile Allegiance,2015-06-30,1,Gremlin Interactive;Interplay Entertainment,Alternative Software Ltd,windows,0,Single-player,Strategy,Strategy;Space;Retro,0,42,2,0,0,0-20000,3.99
115210,American Conquest,2011-08-26,1,GSC Game World,GSC World Publishing,windows,0,Single-player,Strategy,Strategy;RTS;Historical,0,180,92,0,0,100000-200000,3.99
412440,Jane's Realty,2015-10-21,1,Realore,Qumaron,windows,0,Single-player,Adventure;Casual;Simulation;Strategy,Adventure;Casual;Simulation,0,4,4,0,0,0-20000,1.99
787050,Impossible Jumpy Quest,2018-04-05,1,Ginko Games,Ginko Games,windows,0,Single-player,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,0,2,0,0,0,0-20000,1.69
918880,Aeioth RPG,2018-08-30,1,Ahndong Studio,Ahndong Studio,windows,0,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,0,7,8,0,0,0-20000,19.49
746560,Gadgeteer,2019-04-23,1,Metanaut,Metanaut,windows,0,Single-player,Indie;Simulation;Early Access,Early Access;Simulation;Indie,0,11,0,0,0,0-20000,11.39
874400,Dinosaur Hunt Puzzle,2018-06-13,1,Racing Bros,ANPA.US,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Indie;Casual,4987,76,27,0,0,0-20000,0.0
284710,Abyss: The Wraiths of Eden,2014-04-03,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,20,905,100,0,0,100000-200000,6.99
529580,Kyurinaga's Revenge,2016-10-25,1,Recotechnology S.L.,Recotechnology S.L.,windows,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure,Adventure;Platformer;3D Platformer,37,9,2,0,0,0-20000,5.59
585450,Shadows: Awakening,2018-08-31,1,Games Farm,Kalypso Media Digital,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,RPG;Action;Hack and Slash,45,534,164,67,67,20000-50000,34.99
344240,Man O' War: Corsair - Warhammer Naval Battles,2017-04-19,1,Evil Twin Artworks,Evil Twin Artworks,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Adventure;Action;Games Workshop,60,374,206,0,0,20000-50000,22.99
791930,BombTag,2018-02-12,1,David Schneider,David Schneider,windows,0,Online Multi-Player;Partial Controller Support,Casual;Free to Play;Indie,Free to Play;Casual;Indie,0,752,144,46,51,200000-500000,0.0
448060,X-17,2016-03-02,1,Panzer Gaming Studios,Panzer Gaming Studios,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Nudity;Action;Indie;Early Access,Early Access;Nudity;Action,0,9,17,250,260,20000-50000,11.39
495140,NARUTO: Ultimate Ninja STORM,2017-08-25,1,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,windows,0,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Action;Adventure;Anime,50,469,314,0,0,100000-200000,14.99
678500,The Climber,2017-07-25,1,Felipe Nicolazzi,Nib Games,windows,0,Single-player,Action;Adventure;Casual;Racing;Simulation;Sports,Action;Adventure;Casual,0,1,1,0,0,0-20000,2.79
811270,Impulsion,2018-07-19,1,Driving Force Games,Dear Villagers,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie,Indie;Action;3D Platformer,28,57,6,9,9,0-20000,10.29
847860,Die In The Dark,2018-07-19,1,Side B Gaming,Side B Gaming,windows;mac,0,Single-player,Adventure;Indie;Simulation,Adventure;Gore;Indie,0,3,2,0,0,0-20000,3.99
564450,Whispered Secrets: The Story of Tideville Collector's Edition,2016-12-09,1,Grandma Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
515230,Cleo's Lost Idols,2017-11-16,1,Tomb Team,Chilled Mouse,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Free to Play;Indie;Simulation;Strategy,Free to Play;Strategy;Indie,19,20,11,0,0,0-20000,0.0
718210,Depopulation,2017-11-24,1,Aweswan studios,Aweswan studios,windows,0,Single-player,Violent;Casual;RPG;Simulation;Strategy,Casual;Strategy;RPG,0,10,5,0,0,0-20000,3.99
619000,Riley Short: Analog Boy - Episode 1,2017-06-01,1,boxmyth,boxmyth,windows,0,Single-player;Steam Achievements,Action;Indie;Simulation,Indie;Simulation;Action,11,1,2,0,0,0-20000,3.99
620630,Civil War: 1865,2017-04-07,1,HexWar Games,HexWar Games,windows;mac,0,Single-player,Strategy,Strategy,18,5,2,0,0,0-20000,6.99
528420,Evil Orbs,2016-10-27,1,GoBit Games,GoBit Games,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Casual;Indie,20,7,0,0,0,0-20000,3.99
797550,Ultimate Panic Flight,2018-03-05,1,DEVALLEY STUDIO,DEVALLEY STUDIO;Plug In Digital,windows,0,Single-player;Full controller support,Action;Casual,Action;Casual,0,1,0,0,0,0-20000,5.19
526160,The Wild Eight,2017-02-08,1,HypeTrain Digital,HypeTrain Digital,windows,0,Single-player;Multi-player;Online Co-op;Steam Achievements;Steam Trading Cards;Captions available,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;Survival;Multiplayer,25,2757,1063,133,171,100000-200000,14.99
749550,Lawnmower Game 2: Drifter,2017-12-06,1,Tero Lunkka;Jacob Clevenger,Tero Lunkka,windows,0,Single-player;Partial Controller Support,Casual;Indie;Racing,Indie;Casual;Racing,0,10,14,0,0,0-20000,0.79
45760,Ultra Street Fighter® IV,2014-08-07,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Fighting;Arcade;Competitive,67,8247,1141,835,1056,500000-1000000,22.99
458110,VReakout,2016-07-13,1,Animate Objects,Animate Objects,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie,Action;Casual;Indie,24,6,1,0,0,0-20000,5.59
201870,Assassin's Creed® Revelations,2011-11-30,1,Ubisoft Montreal,Ubisoft,windows,16,Single-player;Multi-player,Action;Adventure,Action;Open World;Parkour,0,5912,1055,1153,1306,500000-1000000,12.49
912810,Sargon's Lair,2018-09-05,1,Alexander Guo;Emile Savard,Emilex Gaming,windows,0,Single-player,Action;Adventure;Free to Play;Indie,Free to Play;Action;Adventure,0,27,13,0,0,0-20000,0.0
